201311010000,TRUE
201311010010,TRUE
201311010020,TRUE
201311010030,TRUE
201311010040,TRUE
201311010050,TRUE
201311010100,TRUE
201311010110,TRUE
201311010120,TRUE
201311010130,TRUE
201311010140,TRUE
201311010150,TRUE
201311010200,TRUE
201311010210,TRUE
201311010220,TRUE
201311010230,TRUE
201311010240,TRUE
201311010250,TRUE
201311010300,TRUE
201311010310,TRUE
201311010320,TRUE
201311010330,TRUE
201311010340,TRUE
201311010350,TRUE
201311010400,TRUE
201311010410,TRUE
201311010420,TRUE
201311010430,TRUE
201311010440,TRUE
201311010450,TRUE
201311010500,TRUE
201311010510,TRUE
201311010520,TRUE
201311010530,TRUE
201311010540,TRUE
201311010550,TRUE
201311010600,TRUE
201311010610,TRUE
201311010620,TRUE
201311010630,TRUE
201311010640,TRUE
201311010650,TRUE
201311010700,TRUE
201311010710,TRUE
201311010720,TRUE
201311010730,TRUE
201311010740,TRUE
201311010750,TRUE
201311010800,TRUE
201311010810,TRUE
201311010820,TRUE
201311010830,TRUE
201311010840,TRUE
201311010850,TRUE
201311010900,TRUE
201311010910,TRUE
201311010920,TRUE
201311010930,TRUE
201311010940,TRUE
201311010950,TRUE
201311011000,TRUE
201311011010,TRUE
201311011020,TRUE
201311011030,TRUE
201311011040,TRUE
201311011050,TRUE
201311011100,TRUE
201311011110,TRUE
201311011120,TRUE
201311011130,TRUE
201311011140,TRUE
201311011150,TRUE
201311011200,TRUE
201311011210,TRUE
201311011220,TRUE
201311011230,TRUE
201311011240,TRUE
201311011250,TRUE
201311011300,TRUE
201311011310,TRUE
201311011320,TRUE
201311011330,TRUE
201311011340,TRUE
201311011350,TRUE
201311011400,TRUE
201311011410,TRUE
201311011420,TRUE
201311011430,TRUE
201311011440,TRUE
201311011450,TRUE
201311011500,TRUE
201311011510,TRUE
201311011520,TRUE
201311011530,TRUE
201311011540,TRUE
201311011550,TRUE
201311011600,TRUE
201311011610,TRUE
201311011620,TRUE
201311011630,TRUE
201311011640,TRUE
201311011650,TRUE
201311011700,TRUE
201311011710,TRUE
201311011720,TRUE
201311011730,TRUE
201311011740,TRUE
201311011750,TRUE
201311011800,TRUE
201311011810,TRUE
201311011820,TRUE
201311011830,TRUE
201311011840,TRUE
201311011850,TRUE
201311011900,TRUE
201311011910,TRUE
201311011920,TRUE
201311011930,TRUE
201311011940,TRUE
201311011950,TRUE
201311012000,TRUE
201311012010,TRUE
201311012020,TRUE
201311012030,TRUE
201311012040,TRUE
201311012050,TRUE
201311012100,TRUE
201311012110,TRUE
201311012120,TRUE
201311012130,TRUE
201311012140,TRUE
201311012150,TRUE
201311012200,TRUE
201311012210,TRUE
201311012220,TRUE
201311012230,TRUE
201311012240,TRUE
201311012250,TRUE
201311012300,TRUE
201311012310,TRUE
201311012320,TRUE
201311012330,TRUE
201311012340,TRUE
201311012350,TRUE
201311020000,TRUE
201311020010,TRUE
201311020020,TRUE
201311020030,TRUE
201311020040,TRUE
201311020050,TRUE
201311020100,TRUE
201311020110,TRUE
201311020120,TRUE
201311020130,TRUE
201311020140,TRUE
201311020150,TRUE
201311020200,TRUE
201311020210,TRUE
201311020220,TRUE
201311020230,TRUE
201311020240,TRUE
201311020250,TRUE
201311020300,TRUE
201311020310,TRUE
201311020320,TRUE
201311020330,TRUE
201311020340,TRUE
201311020350,TRUE
201311020400,TRUE
201311020410,TRUE
201311020420,TRUE
201311020430,TRUE
201311020440,TRUE
201311020450,TRUE
201311020500,TRUE
201311020510,TRUE
201311020520,TRUE
201311020530,TRUE
201311020540,TRUE
201311020550,TRUE
201311020600,TRUE
201311020610,TRUE
201311020620,TRUE
201311020630,TRUE
201311020640,TRUE
201311020650,TRUE
201311020700,TRUE
201311020710,TRUE
201311020720,TRUE
201311020730,TRUE
201311020740,TRUE
201311020750,TRUE
201311020800,TRUE
201311020810,TRUE
201311020820,TRUE
201311020830,TRUE
201311020840,TRUE
201311020850,TRUE
201311020900,TRUE
201311020910,TRUE
201311020920,TRUE
201311020930,TRUE
201311020940,TRUE
201311020950,TRUE
201311021000,TRUE
201311021010,TRUE
201311021020,TRUE
201311021030,TRUE
201311021040,TRUE
201311021050,TRUE
